target_carbon_monoxide(t-3),sensor_1(t-3),sensor_2(t-3),sensor_5(t-3),target_benzene(t-3),target_nitrogen_oxides(t-3),target_carbon_monoxide(t-2),sensor_1(t-2),sensor_2(t-2),sensor_5(t-2),target_benzene(t-2),target_nitrogen_oxides(t-2),target_carbon_monoxide(t-1),sensor_1(t-1),sensor_2(t-1),sensor_5(t-1),target_benzene(t-1),target_nitrogen_oxides(t-1),target_carbon_monoxide(t),sensor_1(t),sensor_2(t),sensor_5(t),target_benzene(t),target_nitrogen_oxides(t)
-0.9620122845696887,-0.566676039776701,-1.6613261445870637,-1.4820159414231162,-1.2137610390201217,-1.167767123576313,-0.9620122845696887,0.232384661744638,-1.5365517916555123,-1.448167735201912,-1.2735733236917781,-1.2202655555943458,-0.9620122845696887,-0.3177553051932757,-1.416830605665114,-1.2936433154964144,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,0.6442353316917604,-1.077491010309213,-0.7326460889084553,-0.944605757997668,-0.27529377926975485
-0.9620122845696887,0.232384661744638,-1.5365517916555123,-1.448167735201912,-1.2735733236917781,-1.2202655555943458,-0.9620122845696887,-0.3177553051932757,-1.416830605665114,-1.2936433154964144,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,0.6442353316917604,-1.077491010309213,-0.7326460889084553,-0.944605757997668,-0.27529377926975485,0.04493348438940115,1.5081662852560527,0.03692665278972091,0.3290102575253162,-0.181999128434049,0.46303523272853647
-0.9620122845696887,-0.3177553051932757,-1.416830605665114,-1.2936433154964144,-1.1689018255163794,-1.0381965254041468,-0.6263636949166587,0.6442353316917604,-1.077491010309213,-0.7326460889084553,-0.944605757997668,-0.27529377926975485,0.04493348438940115,1.5081662852560527,0.03692665278972091,0.3290102575253162,-0.181999128434049,0.46303523272853647,0.2127577792159163,1.533309793799833,0.20251504639981718,0.3943520121436404,-0.03246841675490803,0.009538139125955141
-0.6263636949166587,0.6442353316917604,-1.077491010309213,-0.7326460889084553,-0.944605757997668,-0.27529377926975485,0.04493348438940115,1.5081662852560527,0.03692665278972091,0.3290102575253162,-0.181999128434049,0.46303523272853647,0.2127577792159163,1.533309793799833,0.20251504639981718,0.3943520121436404,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,0.6180860828062287,-0.4804399009544999,-0.3982846778885597,-0.4362013382885888,-0.23843317806560418
0.04493348438940115,1.5081662852560527,0.03692665278972091,0.3290102575253162,-0.181999128434049,0.46303523272853647,0.2127577792159163,1.533309793799833,0.20251504639981718,0.3943520121436404,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,0.6180860828062287,-0.4804399009544999,-0.3982846778885597,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,0.41392079343073274,-0.5748952522391321,-0.7971048468427488,-0.6604974058073003,-0.3199732958808466
0.2127577792159163,1.533309793799833,0.20251504639981718,0.3943520121436404,-0.03246841675490803,0.009538139125955141,-0.12289081043711379,0.6180860828062287,-0.4804399009544999,-0.3982846778885597,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,0.41392079343073274,-0.5748952522391321,-0.7971048468427488,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,0.5084603855553466,-0.7381514149533114,-0.856559956900864,-0.6156381923035579,-0.2172104076753357
-0.12289081043711379,0.6180860828062287,-0.4804399009544999,-0.3982846778885597,-0.4362013382885888,-0.23843317806560418,-0.20680295785037117,0.41392079343073274,-0.5748952522391321,-0.7971048468427488,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,0.5084603855553466,-0.7381514149533114,-0.856559956900864,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,1.199906870509306,-0.0870702898431914,-0.2596541984956275,-0.3165767689452759,0.22846777052030473
-0.20680295785037117,0.41392079343073274,-0.5748952522391321,-0.7971048468427488,-0.6604974058073003,-0.3199732958808466,-0.20680295785037117,0.5084603855553466,-0.7381514149533114,-0.856559956900864,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,1.199906870509306,-0.0870702898431914,-0.2596541984956275,-0.3165767689452759,0.22846777052030473,0.8001428111087184,1.4292156684285822,0.37237919665242736,0.48294601277479277,0.3712645047787725,0.886373652618631
-0.20680295785037117,0.5084603855553466,-0.7381514149533114,-0.856559956900864,-0.6156381923035579,-0.2172104076753357,0.1288456318026587,1.199906870509306,-0.0870702898431914,-0.2596541984956275,-0.3165767689452759,0.22846777052030473,0.8001428111087184,1.4292156684285822,0.37237919665242736,0.48294601277479277,0.3712645047787725,0.886373652618631,0.29666992662917385,1.1913580776044204,-0.0485884800605635,-0.051561313292223875,-0.06237455909073639,0.6328173958506851
0.1288456318026587,1.199906870509306,-0.0870702898431914,-0.2596541984956275,-0.3165767689452759,0.22846777052030473,0.8001428111087184,1.4292156684285822,0.37237919665242736,0.48294601277479277,0.3712645047787725,0.886373652618631,0.29666992662917385,1.1913580776044204,-0.0485884800605635,-0.051561313292223875,-0.06237455909073639,0.6328173958506851,0.38058207404243105,0.7759873164611696,-0.23400083628595308,0.12062304009390207,-0.21190527076987736,0.7746748610909016
0.8001428111087184,1.4292156684285822,0.37237919665242736,0.48294601277479277,0.3712645047787725,0.886373652618631,0.29666992662917385,1.1913580776044204,-0.0485884800605635,-0.051561313292223875,-0.06237455909073639,0.6328173958506851,0.38058207404243105,0.7759873164611696,-0.23400083628595308,0.12062304009390207,-0.21190527076987736,0.7746748610909016,0.8001428111087184,1.7671444232569902,0.31912659119565956,0.3022260247763629,0.28154607777128793,1.4750262839697652
0.29666992662917385,1.1913580776044204,-0.0485884800605635,-0.051561313292223875,-0.06237455909073639,0.6328173958506851,0.38058207404243105,0.7759873164611696,-0.23400083628595308,0.12062304009390207,-0.21190527076987736,0.7746748610909016,0.8001428111087184,1.7671444232569902,0.31912659119565956,0.3022260247763629,0.28154607777128793,1.4750262839697652,2.394473611960611,2.1563659355147102,1.355414519281379,1.2702847227028045,1.806759336898526,1.673850132889123
0.38058207404243105,0.7759873164611696,-0.23400083628595308,0.12062304009390207,-0.21190527076987736,0.7746748610909016,0.8001428111087184,1.7671444232569902,0.31912659119565956,0.3022260247763629,0.28154607777128793,1.4750262839697652,2.394473611960611,2.1563659355147102,1.355414519281379,1.2702847227028045,1.806759336898526,1.673850132889123,4.492277297292048,3.534733073884748,1.870448842129683,1.9119289797656327,2.7936620339808558,3.1326363502412695
0.8001428111087184,1.7671444232569902,0.31912659119565956,0.3022260247763629,0.28154607777128793,1.4750262839697652,2.394473611960611,2.1563659355147102,1.355414519281379,1.2702847227028045,1.806759336898526,1.673850132889123,4.492277297292048,3.534733073884748,1.870448842129683,1.9119289797656327,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.685888225446724,1.8366314941388884,1.7750644937407634,2.345069898943433,2.3619146886999363
2.394473611960611,2.1563659355147102,1.355414519281379,1.2702847227028045,1.806759336898526,1.673850132889123,4.492277297292048,3.534733073884748,1.870448842129683,1.9119289797656327,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.685888225446724,1.8366314941388884,1.7750644937407634,2.345069898943433,2.3619146886999363,1.723176432654551,1.5363270148250863,0.448954111068364,0.8408540020355261,0.6105136434653979,1.3052441208476162
4.492277297292048,3.534733073884748,1.870448842129683,1.9119289797656327,2.7936620339808558,3.1326363502412695,3.5692436757462156,2.685888225446724,1.8366314941388884,1.7750644937407634,2.345069898943433,2.3619146886999363,1.723176432654551,1.5363270148250863,0.448954111068364,0.8408540020355261,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.39771166236249705,-0.8294971250433879,-0.3600214882471984,-0.7203096904789565,-0.42608714783218954
3.5692436757462156,2.685888225446724,1.8366314941388884,1.7750644937407634,2.345069898943433,2.3619146886999363,1.723176432654551,1.5363270148250863,0.448954111068364,0.8408540020355261,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.39771166236249705,-0.8294971250433879,-0.3600214882471984,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-0.7130112595015028,-0.9993612752959985,-1.0302159714270422,-1.0492772561730668,-0.8929880964180986
1.723176432654551,1.5363270148250863,0.448954111068364,0.8408540020355261,0.6105136434653979,1.3052441208476162,-0.2907151052636287,-0.39771166236249705,-0.8294971250433879,-0.3600214882471984,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-0.7130112595015028,-0.9993612752959985,-1.0302159714270422,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.2367932076823029,-0.5624566874609092,-0.4227142528134287,-0.5707789787998157,-0.06641703911290099
-0.2907151052636287,-0.39771166236249705,-0.8294971250433879,-0.3600214882471984,-0.7203096904789565,-0.42608714783218954,-0.6263636949166587,-0.7130112595015028,-0.9993612752959985,-1.0302159714270422,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.2367932076823029,-0.5624566874609092,-0.4227142528134287,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.40877480612176065,-0.3440043935433642,-0.18106749361683142,-0.5109666941281593,-0.020620534586531833
-0.6263636949166587,-0.7130112595015028,-0.9993612752959985,-1.0302159714270422,-1.0492772561730668,-0.8929880964180986,-0.12289081043711379,-0.2367932076823029,-0.5624566874609092,-0.4227142528134287,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.40877480612176065,-0.3440043935433642,-0.18106749361683142,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.7758700308609536,-0.6359219606822898,-0.6137358687922247,-0.8548873309901835,-0.5042763019016001
-0.12289081043711379,-0.2367932076823029,-0.5624566874609092,-0.4227142528134287,-0.5707789787998157,-0.06641703911290099,-0.038978663023856226,-0.40877480612176065,-0.3440043935433642,-0.18106749361683142,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.7758700308609536,-0.6359219606822898,-0.6137358687922247,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1937551428585824,-1.3352025243080246,-1.3057109368448439,-1.1240426120126372,-0.8617124347903342
-0.038978663023856226,-0.40877480612176065,-0.3440043935433642,-0.18106749361683142,-0.5109666941281593,-0.020620534586531833,-0.3746272526768863,-0.7758700308609536,-0.6359219606822898,-0.6137358687922247,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1937551428585824,-1.3352025243080246,-1.3057109368448439,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2591282650724112,-1.7176883912383873,-1.5656062941780904,-1.2586202525238641,-1.1744690510679765
-0.3746272526768863,-0.7758700308609536,-0.6359219606822898,-0.6137358687922247,-0.8548873309901835,-0.5042763019016001,-0.8781001371564311,-1.1937551428585824,-1.3352025243080246,-1.3057109368448439,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2591282650724112,-1.7176883912383873,-1.5656062941780904,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-0.9237138610983818,-1.501957033366079,-1.6391893511807083,-1.2735733236917781,-1.0839930299305158
-0.8781001371564311,-1.1937551428585824,-1.3352025243080246,-1.3057109368448439,-1.1240426120126372,-0.8617124347903342,-1.1298365793962035,-1.2591282650724112,-1.7176883912383873,-1.5656062941780904,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-0.9237138610983818,-1.501957033366079,-1.6391893511807083,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-0.8276656584611408,-1.2135378125710292,-1.3475061132223307,-1.1389956831805512,-0.7388437641098319
-1.1298365793962035,-1.2591282650724112,-1.7176883912383873,-1.5656062941780904,-1.2586202525238641,-1.1744690510679765,-1.0459244319829462,-0.9237138610983818,-1.501957033366079,-1.6391893511807083,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-0.8276656584611408,-1.2135378125710292,-1.3475061132223307,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.07436614248948213,-0.5869451118680359,-0.704978859475471,-0.7203096904789565,-0.1848177581322941
-1.0459244319829462,-0.9237138610983818,-1.501957033366079,-1.6391893511807083,-1.2735733236917781,-1.0839930299305158,-0.8781001371564311,-0.8276656584611408,-1.2135378125710292,-1.3475061132223307,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.07436614248948213,-0.5869451118680359,-0.704978859475471,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,3.0630408536034293,1.0460052204230768,1.3682973546302915,1.059105778502821,1.9240554259112372
-0.8781001371564311,-0.8276656584611408,-1.2135378125710292,-1.3475061132223307,-1.1389956831805512,-0.7388437641098319,-0.2907151052636287,-0.07436614248948213,-0.5869451118680359,-0.704978859475471,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,3.0630408536034293,1.0460052204230768,1.3682973546302915,1.059105778502821,1.9240554259112372,2.058825022307581,1.9069423307604085,2.0084391701380966,1.9684407675436435,2.0759146179209793,1.5666192930225031
-0.2907151052636287,-0.07436614248948213,-0.5869451118680359,-0.704978859475471,-0.7203096904789565,-0.1848177581322941,2.3105614645473533,3.0630408536034293,1.0460052204230768,1.3682973546302915,1.059105778502821,1.9240554259112372,2.058825022307581,1.9069423307604085,2.0084391701380966,1.9684407675436435,2.0759146179209793,1.5666192930225031,1.051879253348491,1.392506145954663,0.6056022862441122,0.9250330192465214,0.7301382128087108,0.791429679820061
2.3105614645473533,3.0630408536034293,1.0460052204230768,1.3682973546302915,1.059105778502821,1.9240554259112372,2.058825022307581,1.9069423307604085,2.0084391701380966,1.9684407675436435,2.0759146179209793,1.5666192930225031,1.051879253348491,1.392506145954663,0.6056022862441122,0.9250330192465214,0.7301382128087108,0.791429679820061,0.8001428111087184,1.1455968920547406,0.625814954008725,0.6139238542394527,0.2665930066033739,1.0103593112144107
2.058825022307581,1.9069423307604085,2.0084391701380966,1.9684407675436435,2.0759146179209793,1.5666192930225031,1.051879253348491,1.392506145954663,0.6056022862441122,0.9250330192465214,0.7301382128087108,0.791429679820061,0.8001428111087184,1.1455968920547406,0.625814954008725,0.6139238542394527,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.4259896775317466,0.3813194150867755,0.21157169854913774,0.0572500102525765,0.1949581330619859
1.051879253348491,1.392506145954663,0.6056022862441122,0.9250330192465214,0.7301382128087108,0.791429679820061,0.8001428111087184,1.1455968920547406,0.625814954008725,0.6139238542394527,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.4259896775317466,0.3813194150867755,0.21157169854913774,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.8996933784965685,0.3828742356840533,0.14093196382662454,0.20678072193171745,0.45633330523687277
0.8001428111087184,1.1455968920547406,0.625814954008725,0.6139238542394527,0.2665930066033739,1.0103593112144107,0.2127577792159163,0.4259896775317466,0.3813194150867755,0.21157169854913774,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.8996933784965685,0.3828742356840533,0.14093196382662454,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.7518495482591396,0.6658515843886307,0.4017103178439022,0.4908890741220854,0.45521631732159556
0.2127577792159163,0.4259896775317466,0.3813194150867755,0.21157169854913774,0.0572500102525765,0.1949581330619859,0.7162306636954613,0.8996933784965685,0.3828742356840533,0.14093196382662454,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.7518495482591396,0.6658515843886307,0.4017103178439022,0.4908890741220854,0.45521631732159556,0.884054958521976,1.8159228298319243,0.620373081918252,0.4323208695569915,0.7002320704728825,0.826056305193657
0.7162306636954613,0.8996933784965685,0.3828742356840533,0.14093196382662454,0.20678072193171745,0.45633330523687277,0.8001428111087184,0.7518495482591396,0.6658515843886307,0.4017103178439022,0.4908890741220854,0.45521631732159556,0.884054958521976,1.8159228298319243,0.620373081918252,0.4323208695569915,0.7002320704728825,0.826056305193657,0.884054958521976,0.791576291758313,0.6044361707961539,0.2916300645679862,0.5656544299616558,0.5456923384590563
0.8001428111087184,0.7518495482591396,0.6658515843886307,0.4017103178439022,0.4908890741220854,0.45521631732159556,0.884054958521976,1.8159228298319243,0.620373081918252,0.4323208695569915,0.7002320704728825,0.826056305193657,0.884054958521976,0.791576291758313,0.6044361707961539,0.2916300645679862,0.5656544299616558,0.5456923384590563,0.5484063688689461,0.7538610289426425,0.35877451642624575,0.3487305168020173,0.2665930066033739,0.27314728713139647
0.884054958521976,1.8159228298319243,0.620373081918252,0.4323208695569915,0.7002320704728825,0.826056305193657,0.884054958521976,0.791576291758313,0.6044361707961539,0.2916300645679862,0.5656544299616558,0.5456923384590563,0.5484063688689461,0.7538610289426425,0.35877451642624575,0.3487305168020173,0.2665930066033739,0.27314728713139647,1.6392642852412933,2.1970984193556338,1.5960230067101333,1.563733954029245,1.552557127043986,0.8528640151603122
0.884054958521976,0.791576291758313,0.6044361707961539,0.2916300645679862,0.5656544299616558,0.5456923384590563,0.5484063688689461,0.7538610289426425,0.35877451642624575,0.3487305168020173,0.2665930066033739,0.27314728713139647,1.6392642852412933,2.1970984193556338,1.5960230067101333,1.563733954029245,1.552557127043986,0.8528640151603122,1.4714399904147786,2.5028434832480024,1.1801084969382953,1.2111239448726994,1.2684487748536184,0.7411652236325827
0.5484063688689461,0.7538610289426425,0.35877451642624575,0.3487305168020173,0.2665930066033739,0.27314728713139647,1.6392642852412933,2.1970984193556338,1.5960230067101333,1.563733954029245,1.552557127043986,0.8528640151603122,1.4714399904147786,2.5028434832480024,1.1801084969382953,1.2111239448726994,1.2684487748536184,0.7411652236325827,4.156628707639018,4.4278304973598255,3.0046904678439095,2.523845681799403,3.750658588727359,2.585312271755395
1.6392642852412933,2.1970984193556338,1.5960230067101333,1.563733954029245,1.552557127043986,0.8528640151603122,1.4714399904147786,2.5028434832480024,1.1801084969382953,1.2111239448726994,1.2684487748536184,0.7411652236325827,4.156628707639018,4.4278304973598255,3.0046904678439095,2.523845681799403,3.750658588727359,2.585312271755395,2.1427371697208386,2.4787057150459737,1.4323781388466348,1.796845078613538,1.5824632693798146,1.8112396464682303
1.4714399904147786,2.5028434832480024,1.1801084969382953,1.2111239448726994,1.2684487748536184,0.7411652236325827,4.156628707639018,4.4278304973598255,3.0046904678439095,2.523845681799403,3.750658588727359,2.585312271755395,2.1427371697208386,2.4787057150459737,1.4323781388466348,1.796845078613538,1.5824632693798146,1.8112396464682303,1.4714399904147786,2.1407769602175657,0.5951072472124861,1.7677061880405016,0.7151851416407968,1.5655023051072257
4.156628707639018,4.4278304973598255,3.0046904678439095,2.523845681799403,3.750658588727359,2.585312271755395,2.1427371697208386,2.4787057150459737,1.4323781388466348,1.796845078613538,1.5824632693798146,1.8112396464682303,1.4714399904147786,2.1407769602175657,0.5951072472124861,1.7677061880405016,0.7151851416407968,1.5655023051072257,3.233595086093186,3.1213737934249988,1.6656012284383195,2.075872030767466,1.8665716215701822,1.8816098851307
2.1427371697208386,2.4787057150459737,1.4323781388466348,1.796845078613538,1.5824632693798146,1.8112396464682303,1.4714399904147786,2.1407769602175657,0.5951072472124861,1.7677061880405016,0.7151851416407968,1.5655023051072257,3.233595086093186,3.1213737934249988,1.6656012284383195,2.075872030767466,1.8665716215701822,1.8816098851307,0.884054958521976,0.8473948807255048,-0.08162841775271884,0.9162030524062073,-0.07732763025865043,0.7970146193964475
1.4714399904147786,2.1407769602175657,0.5951072472124861,1.7677061880405016,0.7151851416407968,1.5655023051072257,3.233595086093186,3.1213737934249988,1.6656012284383195,2.075872030767466,1.8665716215701822,1.8816098851307,0.884054958521976,0.8473948807255048,-0.08162841775271884,0.9162030524062073,-0.07732763025865043,0.7970146193964475,0.04493348438940115,0.8584580244847685,-0.07113337872109285,0.648360724916678,-0.37638905361693237,0.19719210889254035
3.233595086093186,3.1213737934249988,1.6656012284383195,2.075872030767466,1.8665716215701822,1.8816098851307,0.884054958521976,0.8473948807255048,-0.08162841775271884,0.9162030524062073,-0.07732763025865043,0.7970146193964475,0.04493348438940115,0.8584580244847685,-0.07113337872109285,0.648360724916678,-0.37638905361693237,0.19719210889254035,-0.2907151052636287,0.6170803424644772,-0.3443930986926838,0.4711727236543739,-0.6604974058073003,-0.4383740149002399
0.884054958521976,0.8473948807255048,-0.08162841775271884,0.9162030524062073,-0.07732763025865043,0.7970146193964475,0.04493348438940115,0.8584580244847685,-0.07113337872109285,0.648360724916678,-0.37638905361693237,0.19719210889254035,-0.2907151052636287,0.6170803424644772,-0.3443930986926838,0.4711727236543739,-0.6604974058073003,-0.4383740149002399,-0.038978663023856226,0.2027153216629779,-0.7358191840573944,0.23776726684206967,-0.5707789787998157,-0.17253089106424394
0.04493348438940115,0.8584580244847685,-0.07113337872109285,0.648360724916678,-0.37638905361693237,0.19719210889254035,-0.2907151052636287,0.6170803424644772,-0.3443930986926838,0.4711727236543739,-0.6604974058073003,-0.4383740149002399,-0.038978663023856226,0.2027153216629779,-0.7358191840573944,0.23776726684206967,-0.5707789787998157,-0.17253089106424394,-0.20680295785037117,0.19869236029597212,-0.470722272221513,0.2551328682946874,-0.4661074806244169,-0.16024402399619359
-0.2907151052636287,0.6170803424644772,-0.3443930986926838,0.4711727236543739,-0.6604974058073003,-0.4383740149002399,-0.038978663023856226,0.2027153216629779,-0.7358191840573944,0.23776726684206967,-0.5707789787998157,-0.17253089106424394,-0.20680295785037117,0.19869236029597212,-0.470722272221513,0.2551328682946874,-0.4661074806244169,-0.16024402399619359,-0.7102758423299161,-0.6255118497691468,-1.1855510418200268,-0.36590813280740786,-1.0193711138372386,-0.7444287036862184
-0.038978663023856226,0.2027153216629779,-0.7358191840573944,0.23776726684206967,-0.5707789787998157,-0.17253089106424394,-0.20680295785037117,0.19869236029597212,-0.470722272221513,0.2551328682946874,-0.4661074806244169,-0.16024402399619359,-0.7102758423299161,-0.6255118497691468,-1.1855510418200268,-0.36590813280740786,-1.0193711138372386,-0.7444287036862184,-0.45853940009014366,0.19064643756196287,-0.9297830535678127,-0.368557122859502,-0.9745119003334962,-0.7980441236195286
-0.20680295785037117,0.19869236029597212,-0.470722272221513,0.2551328682946874,-0.4661074806244169,-0.16024402399619359,-0.7102758423299161,-0.6255118497691468,-1.1855510418200268,-0.36590813280740786,-1.0193711138372386,-0.7444287036862184,-0.45853940009014366,0.19064643756196287,-0.9297830535678127,-0.368557122859502,-0.9745119003334962,-0.7980441236195286,-0.2907151052636287,0.13985655030352706,-0.722991914129852,-0.0962998119498157,-0.6904035481431283,0.07208946238148355
-0.7102758423299161,-0.6255118497691468,-1.1855510418200268,-0.36590813280740786,-1.0193711138372386,-0.7444287036862184,-0.45853940009014366,0.19064643756196287,-0.9297830535678127,-0.368557122859502,-0.9745119003334962,-0.7980441236195286,-0.2907151052636287,0.13985655030352706,-0.722991914129852,-0.0962998119498157,-0.6904035481431283,0.07208946238148355,0.6323185162822037,1.2547197191347463,0.6907287139450774,0.6156898476075152,0.2516399354354596,1.3432217099670443
